GeogPoint,City,County,ISO_3166_2,ISO_A3,LocalDate,LocalHour,ProbabilityofPrecipitation,ProbabilityofSnow
POINT(-80.66162109375 43.17626953125),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-80.66162109375 43.17626953125),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,15,0.017,0.08
POINT(-80.66162109375 43.17626953125),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,13,0.017,0.021
POINT(-80.61767578125 43.17626953125),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,15,0.017,0.074
POINT(-80.39794921875 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,12,0.04,0.236
POINT(-80.39794921875 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,11,0.017,0.531
POINT(-80.39794921875 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-80.39794921875 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,10,0.017,0.948
POINT(-80.35400390625 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,10,0.017,0.901
POINT(-80.31005859375 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,14,0.017,0.018
POINT(-80.31005859375 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,13,0.017,0.014
POINT(-80.31005859375 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,10,0.017,0.854
POINT(-80.26611328125 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,09,0.017,0.996
POINT(-80.26611328125 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,13,0.017,0.015
POINT(-80.26611328125 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,14,0.031,0.021
POINT(-80.26611328125 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,12,0.017,0.216
POINT(-80.26611328125 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,10,0.017,0.806
POINT(-80.26611328125 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,11,0.017,0.193
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,11,0.017,0.318
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,07,0.017,0.999
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,13,0.017,0.021
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,09,0.017,0.995
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,15,0.017,0.007
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,14,0.017,0.027
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,12,0.046,0.172
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-80.22216796875 43.17626953125),Brantford,,CA-ON,CAN,2021-01-09,10,0.017,0.686
POINT(-80.17822265625 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,11,0.017,0.258
POINT(-80.17822265625 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,14,0.017,0.024
POINT(-80.17822265625 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,15,0.017,0.004
POINT(-80.17822265625 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,09,0.017,0.997
POINT(-80.13427734375 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,11,0.017,0.255
POINT(-80.13427734375 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,09,0.017,0.996
POINT(-80.13427734375 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,15,0.017,0.007
POINT(-80.13427734375 43.17626953125),Brant,,CA-ON,CAN,2021-01-09,14,0.017,0.021
POINT(-80.09033203125 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,14,0.017,0.019
POINT(-80.09033203125 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,15,0.017,0.006
POINT(-80.09033203125 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.321
POINT(-80.09033203125 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.522
POINT(-80.09033203125 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.997
POINT(-80.04638671875 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,15,0.017,0.018
POINT(-80.04638671875 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.287
POINT(-80.04638671875 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-80.04638671875 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.912
POINT(-80.04638671875 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.991
POINT(-80.04638671875 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,14,0.017,0.02
POINT(-80.04638671875 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.02
POINT(-79.95849609375 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.003
POINT(-79.91455078125 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.737
POINT(-79.91455078125 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.028
POINT(-79.91455078125 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,12,0.017,0.088
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,07,0.017,0.999
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.392
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,15,0.017,0.003
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.03
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.971
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,14,0.017,0.027
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,04,0.017,1
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.685
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,12,0.017,0.086
POINT(-79.82666015625 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-79.78271484375 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,07,0.017,0.999
POINT(-79.78271484375 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.85
POINT(-79.78271484375 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.891
POINT(-79.78271484375 43.17626953125),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.446
POINT(-79.56298828125 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,09,0.017,0.947
POINT(-79.56298828125 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,08,0.017,0.99
POINT(-79.56298828125 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,15,0.017,0.026
POINT(-79.56298828125 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,12,0.017,0.357
POINT(-79.56298828125 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,14,0.017,0.142
POINT(-79.56298828125 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,13,0.017,0.194
POINT(-79.51904296875 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,04,0.017,0.999
POINT(-79.51904296875 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,13,0.017,0.12
POINT(-79.51904296875 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,08,0.017,0.989
POINT(-79.51904296875 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,09,0.017,0.963
POINT(-79.51904296875 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,15,0.017,0.032
POINT(-79.51904296875 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,14,0.017,0.155
POINT(-79.51904296875 43.17626953125),Grimsby,,CA-ON,CAN,2021-01-09,12,0.017,0.304
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,09,0.017,0.952
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,14,0.017,0.066
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,15,0.017,0.05
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,13,0.017,0.19
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,12,0.017,0.468
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,10,0.017,0.8
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,11,0.017,0.647
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,08,0.017,0.992
POINT(-79.47509765625 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,07,0.017,0.995
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,14,0.017,0.191
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,13,0.017,0.237
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,10,0.017,0.796
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,12,0.017,0.315
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,09,0.017,0.971
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,15,0.017,0.063
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,06,0.017,0.998
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,11,0.017,0.786
POINT(-79.43115234375 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,08,0.017,0.989
POINT(-79.38720703125 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,06,0.017,0.997
POINT(-79.38720703125 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,09,0.017,0.964
POINT(-79.38720703125 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,12,0.017,0.303
POINT(-79.38720703125 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,14,0.017,0.199
POINT(-79.38720703125 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,08,0.017,0.988
POINT(-79.38720703125 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,15,0.017,0.061
POINT(-79.38720703125 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,13,0.017,0.26
POINT(-79.34326171875 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,14,0.017,0.205
POINT(-79.34326171875 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,12,0.017,0.281
POINT(-79.34326171875 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,09,0.017,0.973
POINT(-79.34326171875 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,13,0.017,0.229
POINT(-79.34326171875 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,15,0.017,0.067
POINT(-79.34326171875 43.17626953125),Lincoln,,CA-ON,CAN,2021-01-09,08,0.017,0.99
POINT(-79.29931640625 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,14,0.017,0.123
POINT(-79.29931640625 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,08,0.017,0.988
POINT(-79.29931640625 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,15,0.017,0.069
POINT(-79.29931640625 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,13,0.017,0.254
POINT(-79.29931640625 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,12,0.017,0.275
POINT(-79.29931640625 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,09,0.017,0.977
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,10,0.017,0.802
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,07,0.017,0.996
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,15,0.017,0.039
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,14,0.017,0.115
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,09,0.017,0.971
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,08,0.017,0.987
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,12,0.017,0.332
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,11,0.017,0.742
POINT(-79.25537109375 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,13,0.017,0.2
POINT(-79.21142578125 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,11,0.017,0.811
POINT(-79.21142578125 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,13,0.017,0.311
POINT(-79.21142578125 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,14,0.017,0.203
POINT(-79.21142578125 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,12,0.017,0.374
POINT(-79.21142578125 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,08,0.017,0.995
POINT(-79.21142578125 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,09,0.017,0.989
POINT(-79.21142578125 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,15,0.017,0.057
POINT(-79.21142578125 43.17626953125),St. Catharines,,CA-ON,CAN,2021-01-09,10,0.017,0.933
POINT(-79.16748046875 43.17626953125),Niagara-on-the-Lake,,CA-ON,CAN,2021-01-09,14,0.017,0.135
POINT(-79.16748046875 43.17626953125),Niagara-on-the-Lake,,CA-ON,CAN,2021-01-09,12,0.017,0.301
POINT(-79.16748046875 43.17626953125),Niagara-on-the-Lake,,CA-ON,CAN,2021-01-09,09,0.017,0.982
POINT(-79.16748046875 43.17626953125),Niagara-on-the-Lake,,CA-ON,CAN,2021-01-09,13,0.017,0.283
POINT(-79.16748046875 43.17626953125),Niagara-on-the-Lake,,CA-ON,CAN,2021-01-09,08,0.017,0.995
POINT(-79.16748046875 43.17626953125),Niagara-on-the-Lake,,CA-ON,CAN,2021-01-09,15,0.017,0.096
POINT(-79.16748046875 43.17626953125),Niagara-on-the-Lake,,CA-ON,CAN,2021-01-09,11,0.017,0.765
POINT(-75.95947265625 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-75.95947265625 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-75.95947265625 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,15,0.017,0.953
POINT(-75.91552734375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,13,0.017,0.994
POINT(-75.91552734375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-75.91552734375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,12,0.017,0.999
POINT(-75.91552734375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-75.91552734375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,15,0.017,0.98
POINT(-75.91552734375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-75.91552734375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,11,0.017,1
POINT(-75.87158203125 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,12,0.017,0.999
POINT(-75.78369140625 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,12,0.017,0.999
POINT(-75.78369140625 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,09,0.017,1
POINT(-75.78369140625 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-75.78369140625 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,13,0.017,0.994
POINT(-75.73974609375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,14,0.017,0.985
POINT(-75.73974609375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-75.73974609375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,11,0.017,1
POINT(-75.73974609375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,13,0.017,0.997
POINT(-75.73974609375 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-75.69580078125 45.28564453125),Ottawa,,CA-ON,CAN,2021-01-09,11,0.017,0.999
POINT(-80.52978515625 43.52783203125),Woolwich,,CA-ON,CAN,2021-01-09,15,0.017,0.355
POINT(-80.52978515625 43.52783203125),Woolwich,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-80.35400390625 43.52783203125),Guelph/Eramosa,,CA-ON,CAN,2021-01-09,12,0.017,0.904
POINT(-80.35400390625 43.52783203125),Guelph/Eramosa,,CA-ON,CAN,2021-01-09,10,0.017,0.998
POINT(-80.31005859375 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,15,0.017,0.191
POINT(-80.31005859375 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,12,0.017,0.754
POINT(-80.31005859375 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,13,0.017,0.55
POINT(-80.31005859375 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,10,0.017,0.997
POINT(-80.26611328125 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,14,0.017,0.083
POINT(-80.26611328125 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,10,0.017,0.995
POINT(-80.26611328125 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,09,0.017,0.998
POINT(-80.26611328125 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,15,0.017,0.073
POINT(-80.26611328125 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,13,0.017,0.331
POINT(-80.26611328125 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,11,0.017,0.925
POINT(-80.26611328125 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-80.26611328125 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,12,0.017,0.835
POINT(-80.22216796875 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,14,0.017,0.032
POINT(-80.22216796875 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,10,0.017,0.985
POINT(-80.22216796875 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,11,0.017,0.867
POINT(-80.22216796875 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-80.22216796875 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,13,0.017,0.199
POINT(-80.22216796875 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,15,0.017,0.034
POINT(-80.22216796875 43.52783203125),Guelph,,CA-ON,CAN,2021-01-09,12,0.017,0.621
POINT(-79.95849609375 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,11,0.017,0.84
POINT(-79.95849609375 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,10,0.017,0.985
POINT(-79.95849609375 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,15,0.017,0.103
POINT(-79.95849609375 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,12,0.017,0.293
POINT(-79.95849609375 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,13,0.017,0.07
POINT(-79.95849609375 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-79.95849609375 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,14,0.017,0.086
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,10,0.017,0.941
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,08,0.017,0.998
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,14,0.017,0.029
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,11,0.017,0.728
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,15,0.017,0.053
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,01,0.056,0.999
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,12,0.017,0.148
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,13,0.017,0.048
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,07,0.017,0.999
POINT(-79.91455078125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,06,0.017,0.999
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,08,0.017,0.998
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,10,0.017,0.942
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,09,0.017,0.965
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,06,0.017,0.999
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,13,0.017,0.062
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,14,0.017,0.033
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,15,0.017,0.024
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,07,0.017,0.998
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,12,0.017,0.271
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,01,0.046,0.999
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,05,0.017,0.999
POINT(-79.87060546875 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,11,0.017,0.763
POINT(-79.82666015625 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,08,0.017,0.996
POINT(-79.82666015625 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,09,0.017,0.973
POINT(-79.82666015625 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,13,0.017,0.093
POINT(-79.82666015625 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,15,0.017,0.019
POINT(-79.82666015625 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,14,0.017,0.154
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,13,0.017,0.064
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,15,0.017,0.037
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,09,0.017,0.904
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,11,0.017,0.461
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,07,0.02,0.998
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,12,0.017,0.18
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,08,0.017,0.995
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,14,0.017,0.025
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,10,0.017,0.803
POINT(-79.73876953125 43.52783203125),Milton,,CA-ON,CAN,2021-01-09,06,0.02,0.996
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,15,0.017,0.019
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,12,0.017,0.148
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,08,0.017,0.992
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,10,0.017,0.758
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,14,0.017,0.039
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,13,0.017,0.043
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,07,0.017,0.994
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,09,0.017,0.961
POINT(-79.69482421875 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,11,0.017,0.474
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,14,0.017,0.013
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,09,0.017,0.958
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,06,0.017,0.995
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,11,0.017,0.618
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,05,0.017,0.998
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,10,0.017,0.859
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,15,0.017,0.007
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,07,0.017,0.987
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,12,0.017,0.156
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,08,0.017,0.981
POINT(-79.65087890625 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,13,0.017,0.056
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,10,0.017,0.866
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,09,0.017,0.992
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,13,0.017,0.09
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,07,0.017,0.846
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,08,0.017,0.989
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,11,0.017,0.464
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,14,0.017,0.077
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,06,0.017,0.992
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,12,0.017,0.399
POINT(-79.60693359375 43.52783203125),Mississauga,,CA-ON,CAN,2021-01-09,15,0.017,0.004
POINT(-80.13427734375 43.87939453125),East Garafraxa,,CA-ON,CAN,2021-01-09,11,0.017,0.978
POINT(-80.00244140625 43.87939453125),Caledon,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-79.56298828125 43.87939453125),Vaughan,,CA-ON,CAN,2021-01-09,10,0.017,0.997
POINT(-79.56298828125 43.87939453125),Vaughan,,CA-ON,CAN,2021-01-09,14,0.017,0.166
POINT(-79.56298828125 43.87939453125),Vaughan,,CA-ON,CAN,2021-01-09,12,0.017,0.729
